id,fdc_id,nutrient_id,amount,data_points,derivation_id,min,max,median,footnote,min_year_acquired
2249677,329011,1004,19.2,1.0,1.0,,,,,
2249678,329011,1051,45.5,1.0,1.0,,,,,
2249680,329021,1093,653.0,1.0,1.0,,,,,
2249731,329023,1004,20.5,1.0,1.0,,,,,
2249732,329023,1051,44.6,1.0,1.0,,,,,
2249734,329033,1093,728.0,1.0,1.0,,,,,
2249785,329035,1004,19.1,1.0,1.0,,,,,
2249786,329035,1051,43.9,1.0,1.0,,,,,
2249804,329048,1093,663.0,1.0,1.0,,,,,
2249856,329056,1051,47.5,1.0,1.0,,,,,
2249855,329056,1004,20.5,1.0,1.0,,,,,
2249868,329066,1093,616.0,1.0,1.0,,,,,
2249925,329073,1004,19.4,1.0,1.0,,,,,
2249922,329073,1051,44.2,1.0,1.0,,,,,
2249982,329091,1051,45.8,1.0,1.0,,,,,
2249981,329091,1004,21.1,1.0,1.0,,,,,
2249995,329096,1093,720.0,1.0,1.0,,,,,
2250014,329109,1093,681.0,1.0,1.0,,,,,
2250071,329117,1004,20.0,1.0,1.0,,,,,
2250072,329117,1051,45.9,1.0,1.0,,,,,
2250075,329128,1093,782.0,1.0,1.0,,,,,
2250127,329130,1004,19.8,1.0,1.0,,,,,
2250124,329130,1051,44.2,1.0,1.0,,,,,
2250133,329135,1093,733.0,1.0,1.0,,,,,
2250137,329136,1051,50.1,1.0,1.0,,,,,
2250139,329136,1004,20.3,1.0,1.0,,,,,
2250187,329143,1093,710.0,1.0,1.0,,,,,
2250234,329146,1051,49.3,1.0,1.0,,,,,
2250236,329146,1004,21.4,1.0,1.0,,,,,
2250242,329150,1093,785.0,1.0,1.0,,,,,
2250291,329156,1051,47.8,1.0,1.0,,,,,
2250293,329156,1004,21.8,1.0,1.0,,,,,
2250300,329163,1051,49.6,1.0,1.0,,,,,
2250302,329163,1004,20.5,1.0,1.0,,,,,
2250355,329170,1093,665.0,1.0,1.0,,,,,
2250364,329177,1051,49.1,1.0,1.0,,,,,
2250366,329177,1004,19.8,1.0,1.0,,,,,
2250418,329183,1093,506.0,1.0,1.0,,,,,
2250438,329194,1093,735.0,1.0,1.0,,,,,
2250484,329197,1051,49.1,1.0,1.0,,,,,
2250486,329197,1004,21.6,1.0,1.0,,,,,
2250493,329205,1093,728.0,1.0,1.0,,,,,
2250498,329207,1051,50.1,1.0,1.0,,,,,
2250500,329207,1004,19.7,1.0,1.0,,,,,
2250557,329221,1093,740.0,1.0,1.0,,,,,
2250604,329223,1004,20.9,1.0,1.0,,,,,
2250602,329223,1051,50.1,1.0,1.0,,,,,
2250611,329228,1093,781.0,1.0,1.0,,,,,
2250659,329231,1004,20.0,1.0,1.0,,,,,
2250657,329231,1051,50.8,1.0,1.0,,,,,
2250666,329236,1093,690.0,1.0,1.0,,,,,
2250671,329238,1051,50.7,1.0,1.0,,,,,
2250673,329238,1004,19.7,1.0,1.0,,,,,
2250721,329245,1093,624.0,1.0,1.0,,,,,
2250774,329252,1004,21.0,1.0,1.0,,,,,
2250772,329252,1051,48.6,1.0,1.0,,,,,
2250782,329260,1093,731.0,1.0,1.0,,,,,
2250833,329267,1051,49.5,1.0,1.0,,,,,
2250835,329267,1004,20.4,1.0,1.0,,,,,
2250846,329276,1093,662.0,1.0,1.0,,,,,
2250850,329277,1051,50.5,1.0,1.0,,,,,
2250852,329277,1004,20.2,1.0,1.0,,,,,
2250900,329284,1093,694.0,1.0,1.0,,,,,
2250907,329286,1004,20.4,1.0,1.0,,,,,
2250905,329286,1051,50.4,1.0,1.0,,,,,
2250964,329299,1093,750.0,1.0,1.0,,,,,
2250971,329301,1004,20.3,1.0,1.0,,,,,
2250969,329301,1051,50.4,1.0,1.0,,,,,
2251029,329314,1093,940.0,1.0,1.0,,,,,
2251032,329315,1004,19.1,1.0,1.0,,,,,
2251031,329315,1051,50.6,1.0,1.0,,,,,
2251040,329321,1093,777.0,1.0,1.0,,,,,
2251047,329323,1004,20.5,1.0,1.0,,,,,
2251045,329323,1051,50.9,1.0,1.0,,,,,
2251101,329336,1093,629.0,1.0,1.0,,,,,
2251151,329343,1051,50.4,1.0,1.0,,,,,
2251153,329343,1004,19.0,1.0,1.0,,,,,
2251162,329353,1093,725.0,1.0,1.0,,,,,
2251209,329355,1004,20.8,1.0,1.0,,,,,
2251207,329355,1051,49.4,1.0,1.0,,,,,
2251217,329367,1051,50.1,1.0,1.0,,,,,
2251218,329367,1004,21.5,1.0,1.0,,,,,
2251278,329370,1005,4.44,,49.0,,,,,
2251263,329370,1003,23.7,,49.0,20.9,25.6,24.0,,
2251275,329370,1051,47.7,38.0,1.0,42.1,50.9,48.2,,2013.0
2251277,329370,1004,20.4,38.0,1.0,17.8,21.8,20.4,,2013.0
2251255,329370,1093,699.0,37.0,1.0,506.0,940.0,710.0,,2013.0
2251347,329374,1093,466.0,1.0,1.0,,,,,
2251350,329375,1004,39.1,1.0,1.0,,,,,
2251349,329375,1051,4.19,1.0,1.0,,,,,
2251365,329382,1093,509.0,1.0,1.0,,,,,
2251371,329383,1004,37.7,1.0,1.0,,,,,
2251369,329383,1051,4.76,1.0,1.0,,,,,
2251382,329389,1093,449.0,1.0,1.0,,,,,
2251386,329390,1051,4.25,1.0,1.0,,,,,
2251388,329390,1004,42.2,1.0,1.0,,,,,
2251402,329395,1093,554.0,1.0,1.0,,,,,
2251406,329396,1051,5.13,1.0,1.0,,,,,
2251404,329396,1004,36.1,1.0,1.0,,,,,
2251420,329402,1093,699.0,1.0,1.0,,,,,
2251424,329403,1051,3.02,1.0,1.0,,,,,
2251422,329403,1004,38.7,1.0,1.0,,,,,
2251432,329410,1004,40.4,1.0,1.0,,,,,
2251431,329410,1051,3.04,1.0,1.0,,,,,
2251438,329412,1093,501.0,1.0,1.0,,,,,
2251450,329416,1093,534.0,1.0,1.0,,,,,
2251458,329417,1004,38.4,1.0,1.0,,,,,
2251459,329417,1051,4.08,1.0,1.0,,,,,
2251473,329423,1093,502.0,1.0,1.0,,,,,
2251478,329424,1004,38.4,1.0,1.0,,,,,
2251476,329424,1051,2.96,1.0,1.0,,,,,
2251485,329430,1093,443.0,1.0,1.0,,,,,
2251494,329431,1004,40.7,1.0,1.0,,,,,
2251495,329431,1051,5.61,1.0,1.0,,,,,
2251504,329437,1093,353.0,1.0,1.0,,,,,
2251511,329438,1051,4.51,1.0,1.0,,,,,
2251514,329438,1004,41.5,1.0,1.0,,,,,
2251526,329445,1093,436.0,1.0,1.0,,,,,
2251533,329446,1004,42.5,1.0,1.0,,,,,
2251532,329446,1051,3.21,1.0,1.0,,,,,
2251538,329451,1093,474.0,1.0,1.0,,,,,
2251547,329452,1004,41.1,1.0,1.0,,,,,
2251548,329452,1051,3.83,1.0,1.0,,,,,
2251558,329458,1093,441.0,1.0,1.0,,,,,
2251566,329459,1051,3.37,1.0,1.0,,,,,
2251565,329459,1004,41.9,1.0,1.0,,,,,
2251575,329466,1093,437.0,1.0,1.0,,,,,
2251584,329467,1004,39.0,1.0,1.0,,,,,
2251586,329467,1051,4.8,1.0,1.0,,,,,
2251593,329472,1093,442.0,1.0,1.0,,,,,
2251603,329473,1004,42.5,1.0,1.0,,,,,
2251602,329473,1051,3.1,1.0,1.0,,,,,
2251615,329479,1093,514.0,1.0,1.0,,,,,
2251621,329480,1004,38.4,1.0,1.0,,,,,
2251620,329480,1051,4.41,1.0,1.0,,,,,
2251637,329487,1093,493.0,1.0,1.0,,,,,
2251641,329488,1051,4.92,1.0,1.0,,,,,
2251640,329488,1004,37.2,1.0,1.0,,,,,
2251652,329490,1004,39.8,17.0,1.0,36.1,42.5,39.1,,2017.0
2251653,329490,1005,1.87,,49.0,,,,,
2251649,329490,1003,48.1,,49.0,45.8,51.2,47.7,,
2251654,329490,1051,4.07,17.0,1.0,2.96,5.61,4.19,,2017.0
2251651,329490,1093,485.0,17.0,1.0,353.0,699.0,474.0,,2017.0
2251672,329495,1093,69.0,1.0,1.0,,,,,
2251683,329496,1051,55.9,1.0,1.0,,,,,
2251680,329496,1004,25.6,1.0,1.0,,,,,
2251691,329501,1093,63.0,1.0,1.0,,,,,
2251700,329502,1004,24.5,1.0,1.0,,,,,
2251699,329502,1051,57.3,1.0,1.0,,,,,
2251710,329508,1093,59.0,1.0,1.0,,,,,
2251715,329509,1051,56.1,1.0,1.0,,,,,
2251718,329509,1004,24.9,1.0,1.0,,,,,
2251732,329515,1093,58.0,1.0,1.0,,,,,
2251734,329516,1051,56.6,1.0,1.0,,,,,
2251736,329516,1004,25.0,1.0,1.0,,,,,
2251748,329522,1093,65.0,1.0,1.0,,,,,
2251752,329523,1004,25.7,1.0,1.0,,,,,
2251753,329523,1051,55.8,1.0,1.0,,,,,
2251769,329530,1093,62.0,1.0,1.0,,,,,
2251770,329531,1051,56.1,1.0,1.0,,,,,
2251773,329531,1004,25.2,1.0,1.0,,,,,
2251785,329537,1093,67.0,1.0,1.0,,,,,
2251789,329538,1051,55.5,1.0,1.0,,,,,
2251791,329538,1004,25.6,1.0,1.0,,,,,
2251802,329543,1093,66.0,1.0,1.0,,,,,
2251807,329544,1004,25.1,1.0,1.0,,,,,
2251806,329544,1051,56.3,1.0,1.0,,,,,
2251819,329550,1093,66.0,1.0,1.0,,,,,
2251825,329551,1051,54.6,1.0,1.0,,,,,
2251823,329551,1004,26.4,1.0,1.0,,,,,
2251836,329558,1093,66.0,1.0,1.0,,,,,
2251845,329559,1051,54.5,1.0,1.0,,,,,
2251843,329559,1004,26.7,1.0,1.0,,,,,
2251854,329565,1093,69.0,1.0,1.0,,,,,
2251863,329566,1004,24.9,1.0,1.0,,,,,
2251860,329566,1051,56.7,1.0,1.0,,,,,
2251869,329571,1093,69.0,1.0,1.0,,,,,
2251878,329572,1051,56.8,1.0,1.0,,,,,
2251879,329572,1004,22.5,1.0,1.0,,,,,
2251886,329578,1093,69.0,1.0,1.0,,,,,
2251898,329579,1004,26.0,1.0,1.0,,,,,
2251896,329579,1051,55.3,1.0,1.0,,,,,
2251908,329585,1093,68.0,1.0,1.0,,,,,
2251914,329586,1004,24.7,1.0,1.0,,,,,
2251916,329586,1051,56.6,1.0,1.0,,,,,
2251926,329592,1093,72.0,1.0,1.0,,,,,
2251932,329593,1004,23.7,1.0,1.0,,,,,
2251931,329593,1051,57.5,1.0,1.0,,,,,
2251949,329596,1093,66.0,15.0,1.0,58.0,72.0,66.0,,2017.0
2251947,329596,1003,15.6,,49.0,14.8,15.9,15.6,,
2251945,329596,1005,0.59,,49.0,,,,,
2251943,329596,1051,56.1,15.0,1.0,54.5,57.5,56.1,,2017.0
2251944,329596,1004,25.1,15.0,1.0,22.5,26.7,25.1,,2017.0
2251966,329601,1093,145.0,1.0,1.0,,,,,
2251977,329602,1051,3.86,1.0,1.0,,,,,
2251976,329602,1004,55.6,1.0,1.0,,,,,
2251982,329607,1093,137.0,1.0,1.0,,,,,
2251991,329608,1051,3.87,1.0,1.0,,,,,
2251993,329608,1004,55.6,1.0,1.0,,,,,
2252007,329614,1093,141.0,1.0,1.0,,,,,
2252011,329615,1051,3.05,1.0,1.0,,,,,
2252010,329615,1004,57.2,1.0,1.0,,,,,
2252019,329622,1093,154.0,1.0,1.0,,,,,
2252031,329623,1051,2.55,1.0,1.0,,,,,
2252029,329623,1004,56.2,1.0,1.0,,,,,
2252038,329629,1093,138.0,1.0,1.0,,,,,
2252048,329630,1051,4.19,1.0,1.0,,,,,
2252047,329630,1004,55.3,1.0,1.0,,,,,
2252060,329635,1093,141.0,1.0,1.0,,,,,
2252065,329636,1051,3.15,1.0,1.0,,,,,
2252063,329636,1004,56.1,1.0,1.0,,,,,
2252073,329642,1093,152.0,1.0,1.0,,,,,
2252082,329643,1004,54.3,1.0,1.0,,,,,
2252084,329643,1051,3.92,1.0,1.0,,,,,
2252091,329649,1093,161.0,1.0,1.0,,,,,
2252099,329650,1051,2.94,1.0,1.0,,,,,
2252101,329650,1004,54.8,1.0,1.0,,,,,
2252114,329656,1093,150.0,1.0,1.0,,,,,
2252118,329657,1051,3.44,1.0,1.0,,,,,
2252119,329657,1004,55.8,1.0,1.0,,,,,
2252132,329663,1093,146.0,1.0,1.0,,,,,
2252136,329664,1051,4.15,1.0,1.0,,,,,
2252138,329664,1004,54.9,1.0,1.0,,,,,
2252151,329670,1093,157.0,1.0,1.0,,,,,
2252153,329671,1004,53.3,1.0,1.0,,,,,
2252155,329671,1051,4.52,1.0,1.0,,,,,
2252163,329678,1093,160.0,1.0,1.0,,,,,
2252175,329679,1004,56.0,1.0,1.0,,,,,
2252173,329679,1051,3.53,1.0,1.0,,,,,
2252184,329684,1093,146.0,1.0,1.0,,,,,
2252192,329685,1004,56.0,1.0,1.0,,,,,
2252190,329685,1051,3.04,1.0,1.0,,,,,
2252200,329692,1093,157.0,1.0,1.0,,,,,
2252208,329693,1004,55.9,1.0,1.0,,,,,
2252209,329693,1051,3.23,1.0,1.0,,,,,
2252222,329698,1093,142.0,1.0,1.0,,,,,
2252227,329699,1004,55.3,1.0,1.0,,,,,
2252226,329699,1051,4.36,1.0,1.0,,,,,
2252238,329706,1093,147.0,1.0,1.0,,,,,
2252244,329707,1051,4.52,1.0,1.0,,,,,
2252246,329707,1004,54.6,1.0,1.0,,,,,
2252258,329712,1093,159.0,1.0,1.0,,,,,
2252261,329713,1004,56.2,1.0,1.0,,,,,
2252262,329713,1051,3.48,1.0,1.0,,,,,
2252274,329716,1051,3.64,17.0,1.0,2.55,4.52,3.53,,2017.0
2252277,329716,1003,34.2,,49.0,33.1,36.1,34.2,,
2252279,329716,1093,149.0,17.0,1.0,137.0,161.0,147.0,,2017.0
2252276,329716,1005,1.07,,49.0,,,,,
2252275,329716,1004,55.5,17.0,1.0,53.3,57.2,55.6,,2017.0
2252295,329722,1093,1770.0,1.0,1.0,,,,,
2252354,329730,1051,43.2,1.0,1.0,,,,,
2252353,329730,1004,23.8,1.0,1.0,,,,,
2252367,329739,1093,1560.0,1.0,1.0,,,,,
2252428,329747,1051,44.0,1.0,1.0,,,,,
2252427,329747,1004,23.6,1.0,1.0,,,,,
2252440,329756,1093,1930.0,1.0,1.0,,,,,
2252500,329763,1051,41.9,1.0,1.0,,,,,
2252499,329763,1004,24.8,1.0,1.0,,,,,
2252513,329771,1093,1770.0,1.0,1.0,,,,,
2252573,329779,1004,23.6,1.0,1.0,,,,,
2252574,329779,1051,37.3,1.0,1.0,,,,,
2252586,329788,1093,1760.0,1.0,1.0,,,,,
2252666,329799,1004,24.0,1.0,1.0,,,,,
2252667,329799,1051,44.5,1.0,1.0,,,,,
2252693,329811,1093,2060.0,1.0,1.0,,,,,
2252774,329822,1051,42.2,1.0,1.0,,,,,
2252773,329822,1004,26.3,1.0,1.0,,,,,
2252850,329830,1005,2.07,,49.0,,,,,
2252849,329830,1004,24.3,6.0,1.0,23.6,26.3,23.9,,2009.0
2252818,329830,1093,1810.0,6.0,1.0,1560.0,2060.0,1770.0,,2009.0
2252809,329830,1003,24.5,,49.0,22.5,29.9,23.7,,
2252855,329830,1051,42.2,6.0,1.0,37.3,44.5,42.7,,2009.0
2252941,329835,1093,34.0,1.0,1.0,,,,,
2252945,329836,1051,85.3,1.0,1.0,,,,,
2252944,329836,1004,0.61,1.0,1.0,,,,,
2252954,329844,1093,36.0,1.0,1.0,,,,,
2252958,329845,1051,85.3,1.0,1.0,,,,,
2252957,329845,1004,0.42,1.0,1.0,,,,,
2252966,329851,1093,34.0,1.0,1.0,,,,,
2252970,329852,1004,0.24,1.0,1.0,,,,,
2252971,329852,1051,85.1,1.0,1.0,,,,,
2252979,329868,1093,36.0,1.0,1.0,,,,,
2252983,329869,1004,0.45,1.0,1.0,,,,,
2252984,329869,1051,85.0,1.0,1.0,,,,,
2252993,329872,1093,35.0,1.0,1.0,,,,,
2252996,329873,1004,0.31,1.0,1.0,,,,,
2252997,329873,1051,85.3,1.0,1.0,,,,,
2253005,329881,1093,39.0,1.0,1.0,,,,,
2253010,329882,1051,85.0,1.0,1.0,,,,,
2253009,329882,1004,0.41,1.0,1.0,,,,,
2253028,329892,1093,35.0,1.0,1.0,,,,,
2253100,329902,1004,0.31,1.0,1.0,,,,,
2253101,329902,1051,85.2,1.0,1.0,,,,,
2253122,329924,1093,37.0,1.0,1.0,,,,,
2253172,329931,1004,0.26,1.0,1.0,,,,,
2253173,329931,1051,85.3,1.0,1.0,,,,,
2253192,329942,1093,33.0,1.0,1.0,,,,,
2253241,329949,1004,0.3,1.0,1.0,,,,,
2253242,329949,1051,84.8,1.0,1.0,,,,,
2253262,329961,1093,35.0,1.0,1.0,,,,,
2253319,329970,1051,85.7,1.0,1.0,,,,,
2253318,329970,1004,0.43,1.0,1.0,,,,,
2253345,329982,1093,34.0,1.0,1.0,,,,,
2253395,329990,1004,0.38,1.0,1.0,,,,,
2253396,329990,1051,85.0,1.0,1.0,,,,,
2253408,330006,1093,35.0,1.0,1.0,,,,,
2253412,330007,1004,0.55,1.0,1.0,,,,,
2253413,330007,1051,84.3,1.0,1.0,,,,,
2253421,330016,1093,34.0,1.0,1.0,,,,,
2253423,330017,1051,84.9,1.0,1.0,,,,,
2253426,330017,1004,0.36,1.0,1.0,,,,,
2253434,330033,1093,34.0,1.0,1.0,,,,,
2253436,330034,1051,84.5,1.0,1.0,,,,,
2253439,330034,1004,0.52,1.0,1.0,,,,,
2253456,330045,1093,39.0,1.0,1.0,,,,,
2253505,330053,1051,85.0,1.0,1.0,,,,,
2253508,330053,1004,0.23,1.0,1.0,,,,,
2253530,330067,1093,38.0,1.0,1.0,,,,,
2253607,330077,1051,85.0,1.0,1.0,,,,,
2253606,330077,1004,0.33,1.0,1.0,,,,,
2253626,330097,1093,34.0,1.0,1.0,,,,,
2253681,330106,1051,84.7,1.0,1.0,,,,,
2253684,330106,1004,0.31,1.0,1.0,,,,,
2253702,330127,1093,37.0,1.0,1.0,,,,,
2253772,330135,1004,0.3,1.0,1.0,,,,,
2253769,330135,1051,84.5,1.0,1.0,,,,,
2253851,330137,1051,85.0,18.0,1.0,84.3,85.7,85.0,,2012.0
2253845,330137,1004,0.37,18.0,1.0,0.23,0.61,0.34,,2012.0
2253815,330137,1093,36.0,18.0,1.0,33.0,39.0,35.0,,2012.0
2253846,330137,1005,3.64,,49.0,,,,,
2253784,330137,1003,10.3,,49.0,6.89,12.2,10.4,,
2253909,330143,1093,35.0,1.0,1.0,,,,,
2253918,330144,1051,78.5,1.0,1.0,,,,,
2253917,330144,1004,0.2,1.0,1.0,,,,,
2253919,330144,1003,7.95,1.0,1.0,,,,,
2253924,330150,1093,34.0,1.0,1.0,,,,,
2253932,330151,1003,8.21,1.0,1.0,,,,,
2253930,330151,1004,0.2,1.0,1.0,,,,,
2253931,330151,1051,78.5,1.0,1.0,,,,,
2253937,330157,1093,33.0,1.0,1.0,,,,,
2253945,330158,1003,7.98,1.0,1.0,,,,,
2253944,330158,1051,78.8,1.0,1.0,,,,,
2253943,330158,1004,0.2,1.0,1.0,,,,,
2253952,330170,1093,33.0,1.0,1.0,,,,,
2253959,330172,1004,0.2,1.0,1.0,,,,,
2253960,330172,1051,78.7,1.0,1.0,,,,,
2253961,330172,1003,7.91,1.0,1.0,,,,,
2253975,330191,1093,30.0,1.0,1.0,,,,,
2253983,330193,1051,78.3,1.0,1.0,,,,,
2253982,330193,1004,0.07,1.0,1.0,,,,,
2253984,330193,1003,8.32,1.0,1.0,,,,,
2254000,330209,1093,32.0,1.0,1.0,,,,,
2254008,330211,1051,78.8,1.0,1.0,,,,,
2254007,330211,1004,0.3,1.0,1.0,,,,,
2254009,330211,1003,7.88,1.0,1.0,,,,,
2254029,330234,1093,31.0,1.0,1.0,,,,,
2254036,330235,1051,80.0,1.0,1.0,,,,,
2254037,330235,1003,7.66,1.0,1.0,,,,,
2254035,330235,1004,0.1,1.0,1.0,,,,,
2254043,330246,1093,31.0,1.0,1.0,,,,,
2254051,330248,1051,78.5,1.0,1.0,,,,,
2254050,330248,1004,0.2,1.0,1.0,,,,,
2254052,330248,1003,8.27,1.0,1.0,,,,,
2254109,330270,1093,37.0,1.0,1.0,,,,,
2254117,330272,1051,80.0,1.0,1.0,,,,,
2254116,330272,1004,0.2,1.0,1.0,,,,,
2254118,330272,1003,8.07,1.0,1.0,,,,,
2254133,330290,1093,31.0,1.0,1.0,,,,,
2254140,330291,1051,80.1,1.0,1.0,,,,,
2254139,330291,1004,0.2,1.0,1.0,,,,,
2254141,330291,1003,7.92,1.0,1.0,,,,,
2254146,330303,1093,31.0,1.0,1.0,,,,,
2254152,330304,1004,0.07,1.0,1.0,,,,,
2254154,330304,1003,8.36,1.0,1.0,,,,,
2254153,330304,1051,80.0,1.0,1.0,,,,,
2254161,330320,1093,32.0,1.0,1.0,,,,,
2254168,330322,1004,0.1,1.0,1.0,,,,,
2254169,330322,1051,78.6,1.0,1.0,,,,,
2254170,330322,1003,8.06,1.0,1.0,,,,,
2254185,330342,1093,30.0,1.0,1.0,,,,,
2254194,330344,1003,8.09,1.0,1.0,,,,,
2254193,330344,1051,77.9,1.0,1.0,,,,,
2254192,330344,1004,0.07,1.0,1.0,,,,,
2254207,330365,1004,0.07,1.0,1.0,,,,,
2254209,330365,1051,77.7,1.0,1.0,,,,,
2254210,330365,1003,8.24,1.0,1.0,,,,,
2254266,330374,1093,33.0,1.0,1.0,,,,,
2254281,330382,1093,31.0,1.0,1.0,,,,,
2254290,330384,1003,8.16,1.0,1.0,,,,,
2254289,330384,1051,80.0,1.0,1.0,,,,,
2254288,330384,1004,0.1,1.0,1.0,,,,,
2254346,330405,1093,33.0,1.0,1.0,,,,,
2254354,330407,1051,79.9,1.0,1.0,,,,,
2254355,330407,1003,7.96,1.0,1.0,,,,,
2254353,330407,1004,0.1,1.0,1.0,,,,,
2254417,330415,1093,32.0,16.0,1.0,30.0,37.0,32.0,,2014.0
2254369,330415,1004,0.15,16.0,1.0,0.07,0.3,0.15,,2014.0
2254375,330415,1051,79.0,16.0,1.0,77.7,80.1,78.8,,2014.0
2254370,330415,1005,12.2,,4.0,,,,,
2254406,330415,1003,8.06,16.0,1.0,7.66,8.36,8.06,,2014.0
2254515,330420,1051,0.01,1.0,1.0,,,,,
2254516,330420,1004,99.2,1.0,1.0,,,,,
2254561,330425,1051,0.02,1.0,1.0,,,,,
2254560,330425,1004,99.2,1.0,1.0,,,,,
2254563,330430,1093,0.0,1.0,1.0,,,,,
2254615,330432,1004,99.4,1.0,1.0,,,,,
2254614,330432,1051,0.01,1.0,1.0,,,,,
2254625,330438,1093,0.0,1.0,1.0,,,,,
2254677,330440,1004,98.6,1.0,1.0,,,,,
2254674,330440,1051,0.09,1.0,1.0,,,,,
2254687,330446,1093,0.0,1.0,1.0,,,,,
2254737,330448,1004,98.9,1.0,1.0,,,,,
2254739,330448,1051,0.03,1.0,1.0,,,,,
2254752,330455,1093,0.0,1.0,1.0,,,,,
2254804,330457,1004,99.0,1.0,1.0,,,,,
2254803,330457,1051,0.01,1.0,1.0,,,,,
2254870,330458,1005,0.84,,49.0,,,,,
2254832,330458,1003,0.0,,49.0,0.0,0.0,0.0,,
2254874,330458,1093,0.0,4.0,1.0,0.0,0.0,0.0,,2014.0
2254844,330458,1051,0.03,6.0,1.0,0.01,0.09,0.01,,2014.0
2254841,330458,1004,99.1,6.0,1.0,98.6,99.4,99.1,,2014.0
2254892,330464,1004,12.2,1.0,1.0,,,,,
2254893,330465,1003,26.5,1.0,1.0,,,,,
2254895,330465,1051,60.0,1.0,1.0,,,,,
2254919,330481,1004,8.55,1.0,1.0,,,,,
2254920,330482,1003,18.8,1.0,1.0,,,,,
2254922,330482,1051,72.6,1.0,1.0,,,,,
2254984,330492,1004,8.14,1.0,1.0,,,,,
2254990,330493,1093,72.0,1.0,1.0,,,,,
2254996,330494,1003,18.0,1.0,1.0,,,,,
2254995,330494,1051,73.5,1.0,1.0,,,,,
2254999,330498,1004,8.39,1.0,1.0,,,,,
2255002,330499,1003,18.5,1.0,1.0,,,,,
2255001,330499,1051,73.2,1.0,1.0,,,,,
2255078,330516,1093,106.0,1.0,1.0,,,,,
2255087,330525,1004,12.2,1.0,1.0,,,,,
2255088,330526,1003,27.3,1.0,1.0,,,,,
2255090,330526,1051,60.5,1.0,1.0,,,,,
2255095,330531,1004,11.8,1.0,1.0,,,,,
2255098,330532,1003,26.6,1.0,1.0,,,,,
2255097,330532,1051,62.0,1.0,1.0,,,,,
2255160,330542,1004,12.1,1.0,1.0,,,,,
2255166,330543,1093,85.0,1.0,1.0,,,,,
2255171,330544,1051,60.8,1.0,1.0,,,,,
2255172,330544,1003,27.0,1.0,1.0,,,,,
2255175,330557,1004,13.0,1.0,1.0,,,,,
2255178,330558,1051,58.7,1.0,1.0,,,,,
2255176,330558,1003,28.5,1.0,1.0,,,,,
2255224,330565,1004,9.08,1.0,1.0,,,,,
2255232,330566,1093,73.0,1.0,1.0,,,,,
2255234,330567,1003,18.9,1.0,1.0,,,,,
2255236,330567,1051,71.7,1.0,1.0,,,,,
2255239,330571,1004,10.1,1.0,1.0,,,,,
2255240,330572,1003,18.5,1.0,1.0,,,,,
2255242,330572,1051,70.8,1.0,1.0,,,,,
2255296,330580,1093,86.0,1.0,1.0,,,,,
2255303,330588,1004,13.1,1.0,1.0,,,,,
2255304,330589,1003,25.6,1.0,1.0,,,,,
2255306,330589,1051,60.9,1.0,1.0,,,,,
2255352,330596,1004,12.0,1.0,1.0,,,,,
2255360,330597,1093,102.0,1.0,1.0,,,,,
2255363,330598,1051,62.0,1.0,1.0,,,,,
2255364,330598,1003,26.4,1.0,1.0,,,,,
2255367,330608,1004,13.0,1.0,1.0,,,,,
2255370,330609,1003,25.3,1.0,1.0,,,,,
2255369,330609,1051,61.5,1.0,1.0,,,,,
2255416,330616,1004,8.15,1.0,1.0,,,,,
2255424,330617,1093,68.0,1.0,1.0,,,,,
2255427,330618,1051,73.0,1.0,1.0,,,,,
2255428,330618,1003,18.8,1.0,1.0,,,,,
2255431,330622,1004,6.93,1.0,1.0,,,,,
2255433,330623,1051,72.5,1.0,1.0,,,,,
2255434,330623,1003,20.4,1.0,1.0,,,,,
2255488,330631,1093,82.0,1.0,1.0,,,,,
2255495,330639,1004,9.49,1.0,1.0,,,,,
2255498,330640,1003,29.0,1.0,1.0,,,,,
2255497,330640,1051,61.2,1.0,1.0,,,,,
2255544,330647,1004,11.0,1.0,1.0,,,,,
2255552,330648,1093,92.0,1.0,1.0,,,,,
2255556,330649,1051,61.1,1.0,1.0,,,,,
2255554,330649,1003,25.7,1.0,1.0,,,,,
2255559,330660,1004,8.94,1.0,1.0,,,,,
2255561,330661,1051,65.1,1.0,1.0,,,,,
2255562,330661,1003,25.6,1.0,1.0,,,,,
2255608,330668,1004,8.35,1.0,1.0,,,,,
2255616,330669,1093,65.0,1.0,1.0,,,,,
2255620,330670,1003,19.2,1.0,1.0,,,,,
2255619,330670,1051,72.6,1.0,1.0,,,,,
2255623,330674,1004,8.65,1.0,1.0,,,,,
2255626,330675,1003,18.8,1.0,1.0,,,,,
2255625,330675,1051,72.7,1.0,1.0,,,,,
2255680,330683,1093,87.0,1.0,1.0,,,,,
2255687,330693,1004,12.2,1.0,1.0,,,,,
2255689,330694,1051,61.6,1.0,1.0,,,,,
2255690,330694,1003,26.2,1.0,1.0,,,,,
2255736,330701,1004,11.5,1.0,1.0,,,,,
2255744,330702,1093,84.0,1.0,1.0,,,,,
2255747,330703,1051,62.1,1.0,1.0,,,,,
2255748,330703,1003,26.2,1.0,1.0,,,,,
2255751,330717,1004,11.0,1.0,1.0,,,,,
2255753,330718,1051,65.1,1.0,1.0,,,,,
2255754,330718,1003,23.6,1.0,1.0,,,,,
2255756,330721,1004,8.2,1.0,1.0,,,,,
